"Citation:  Lovelace, J.K., Nielsen, M.G., Read, A.L., and Murphy, C.J., 2020, Estimated Groundwater Withdrawals from Principal Aquifers in the United States—County Level Data for 2015: U.S. Geological Survey data release, https://doi.org/10.5066/P9EI0KMR.
[--, no data]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,State_FIPS,CountyAquifer,CountyAquifer Name,PS-GWPop,PS-GWPop-M,PS-WGWFr,PS-WGWFr-M,PS-WGWSa,PS-WGWSa-M,PS-WGWTo,DO-WGWFr,DO-WGWFr-M,DO-SSPop,DO-SSPop-M,IN-WGWFr,IN-WGWFr-M,IN-WGWSa,IN-WGWSa-M,IN-WGWTo,PO-WGWFr,PO-WGWFr-M,PO-WGWSa,PO-WGWSa-M,PO-WGWTo,PC-WGWFr,PC-WGWFr-M,PC-WGWSa,PC-WGWSa-M,PC-WGWTo,PT-WGWFr,PT-WGWSa,PT-WGWTo,MI-WGWFr,MI-WGWFr-M,MI-WGWSa,MI-WGWSa-M,MI-WGWTo,LI-WGWFr,LI-WGWFr-M,AQ-WGWFr,AQ-WGWFr-M,AQ-WGWSa,AQ-WGWSa-M,AQ-WGWTo,IC-WGWFr,IC-WGWFr-M,IG-WGWFr,IG-WGWFr-M,IR-WGWFr,IR-WGWFr-M,IT-WGWFr,TO-WGWFr,TO-WGWSa,TO-WGWTo
Oklahoma,40,40-009-N9999OTHER,OK-Beckham County-Other aquifers,2.275,EGAM,0.41,EGDU,0,EGDU,0.41,0.03,EGGM,0.351,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.01,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.46,EGDU,0.46,0.91,0,0.91
Oklahoma,40,40-011-N100ALLUVL,OK-Blaine County-Alluvial aquifers,7.914,EGAM,0.96,EGDU,0,EGDU,0.96,0.03,EGGM,0.337,EGAM,0.17,EGDU,0,EGDU,0.17,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.06,EGGM,0,EGGM,0.06,0.09,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.87,EGDU,0.87,2.18,0,2.18
Oklahoma,40,40-011-N300RSHSPG,OK-Blaine County-Rush Springs aquifer,0.907,EGAM,0.11,EGDU,0,EGDU,0.11,0.06,EGGM,0.675,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.14,EGGM,0,EGGM,0.14,0.21,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,4.42,EGDU,4.42,4.94,0,4.94
Oklahoma,40,40-011-N400BLAINE,OK-Blaine County-Blaine aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-011-N9999OTHER,OK-Blaine County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0.76,EGGM,0.76,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0.76,0.76
Oklahoma,40,40-013-N100ALLUVL,OK-Bryan County-Alluvial aquifers,3.143,EGAM,0.27,EGDU,0,EGDU,0.27,0.28,EGGM,3.329,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.21,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,1.18,EGDU,1.18,1.94,0,1.94
Oklahoma,40,40-013-N9999OTHER,OK-Bryan County-Other aquifers,0.698,EGAM,0.06,EGDU,0,EGDU,0.06,0.05,EGGM,0.594,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0.02,EGGM,0.02,0.03,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.19,EGDU,0.19,0.33,0.02,0.35
Oklahoma,40,40-013-S500EDRTRN,OK-Bryan County-Edwards-Trinity aquifer system,5.47,EGAM,0.47,EGDU,0,EGDU,0.47,0.09,EGGM,1.07,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.07,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.01,EGDU,0.01,0.64,0,0.64
Oklahoma,40,40-015-N100ALLUVL,OK-Caddo County-Alluvial aquifers,0.441,EGAM,0.06,EGDU,0,EGDU,0.06,0.01,EGGM,0.118,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.47,EGDU,0.47,0.54,0,0.54
Oklahoma,40,40-015-N300RSHSPG,OK-Caddo County-Rush Springs aquifer,13.01,EGAM,1.77,EGDU,0,EGDU,1.77,0.72,EGGM,8.473,EGAM,0.01,EGDU,0,EGDU,0.01,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.14,EGGM,0,EGGM,0.14,0.47,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,57.93,EGDU,57.93,61.04,0,61.04
Oklahoma,40,40-015-N400ABKSMP,OK-Caddo County-Arbuckle-Simpson aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-015-N400BLAINE,OK-Caddo County-Blaine aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-015-N9999OTHER,OK-Caddo County-Other aquifers,0.147,EGAM,0.02,EGDU,0,EGDU,0.02,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,1.69,EGGM,1.69,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0.02,1.69,1.71
Oklahoma,40,40-017-N100ALLUVL,OK-Canadian County-Alluvial aquifers,34.521,EGAM,4.24,EGDU,0,EGDU,4.24,0.39,EGGM,4.602,EGAM,0.08,EGDU,0,EGDU,0.08,0,EGAM,0,EGAM,0,0.1,EGAM,0,EGAM,0.1,0.1,0,0.1,0.21,EGGM,0,EGGM,0.21,0.23,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,2.26,EGDU,2.26,7.51,0,7.51
Oklahoma,40,40-017-N300CNRLOK,OK-Canadian County-Central Oklahoma aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0.01,EGDU,0,EGDU,0.01,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0.01,0,0.01
Oklahoma,40,40-017-N300RSHSPG,OK-Canadian County-Rush Springs aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-017-N400BLAINE,OK-Canadian County-Blaine aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.05,EGDU,0.05,0.05,0,0.05
Oklahoma,40,40-017-N9999OTHER,OK-Canadian County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0.4,EGGM,0.4,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.07,EGDU,0.07,0.07,0.4,0.47
Oklahoma,40,40-019-N100ALLUVL,OK-Carter County-Alluvial aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.02,EGDU,0.02,0.02,0,0.02
Oklahoma,40,40-019-N300CNRLOK,OK-Carter County-Central Oklahoma aquifer,11.499,EGAM,1,EGDU,0,EGDU,1,0.01,EGGM,0.124,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.06,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,1.07,0,1.07
Oklahoma,40,40-019-N300RSHSPG,OK-Carter County-Rush Springs aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-019-N400ABKSMP,OK-Carter County-Arbuckle-Simpson aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-019-N400BLAINE,OK-Carter County-Blaine aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-019-N9999OTHER,OK-Carter County-Other aquifers,2.53,EGAM,0.22,EGDU,0,EGDU,0.22,0,EGGM,0,EGAM,0.01,EGDU,0,EGDU,0.01,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,41.75,EGGM,41.75,0.01,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0.24,41.75,41.99
Oklahoma,40,40-019-S500EDRTRN,OK-Carter County-Edwards-Trinity aquifer system,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-021-N100ALLUVL,OK-Cherokee County-Alluvial aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-021-N9999OTHER,OK-Cherokee County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.39,EGGM,4.586,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0.07,EGGM,0.07,0.03,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.01,EGDU,0.01,0.43,0.07,0.5
Oklahoma,40,40-021-S400OZRKPL,OK-Cherokee County-Ozark Plateaus aquifer system,0.448,EGAM,0.01,EGDU,0,EGDU,0.01,0.51,EGGM,5.997,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.04,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.01,EGDU,0.01,0.57,0,0.57
Oklahoma,40,40-023-N100ALLUVL,OK-Choctaw County-Alluvial aquifers,0.183,EGAM,0.02,EGDU,0,EGDU,0.02,0.03,EGGM,0.359,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.01,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.03,EGDU,0.03,0.09,0,0.09
Oklahoma,40,40-023-N9999OTHER,OK-Choctaw County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-023-S500EDRTRN,OK-Choctaw County-Edwards-Trinity aquifer system,3.753,EGAM,0.41,EGDU,0,EGDU,0.41,0.23,EGGM,2.753,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.07,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.1,EGDU,0.1,0.81,0,0.81
Oklahoma,40,40-025-N100ALLUVL,OK-Cimarron County-Alluvial aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.29,EGDU,0.29,0.29,0,0.29
Oklahoma,40,40-025-N100HGHPLN,OK-Cimarron County-High Plains aquifer,1.898,EGAM,0.34,EGDU,0,EGDU,0.34,0.04,EGGM,0.254,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,1.34,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,114.29,EGDU,114.29,116.02,0,116.02
Oklahoma,40,40-025-N9999OTHER,OK-Cimarron County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.01,EGGM,0.064,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0.35,EGGM,0.35,0.23,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,19.3,EGDU,19.3,19.54,0.35,19.89
Oklahoma,40,40-027-N100ALLUVL,OK-Cleveland County-Alluvial aquifers,5.013,EGAM,0.6,EGDU,0,EGDU,0.6,0.1,EGGM,1.182,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.54,EGDU,0.54,1.24,0,1.24
Oklahoma,40,40-027-N300CNRLOK,OK-Cleveland County-Central Oklahoma aquifer,72.436,EGAM,8.67,EGDU,0,EGDU,8.67,0.73,EGGM,8.627,EGAM,0.01,EGDU,0,EGDU,0.01,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.02,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.07,EGDU,0.07,9.5,0,9.5
Oklahoma,40,40-027-N9999OTHER,OK-Cleveland County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0.08,EGGM,0.08,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0.08,0.08
Oklahoma,40,40-029-N100ALLUVL,OK-Coal County-Alluvial aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-029-N400ABKSMP,OK-Coal County-Arbuckle-Simpson aquifer,1.494,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-029-N9999OTHER,OK-Coal County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.06,EGGM,0.757,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0.1,EGGM,0.1,0.04,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0.1,0.1,0.2
Oklahoma,40,40-031-N100ALLUVL,OK-Comanche County-Alluvial aquifers,1.301,EGAM,0.13,EGDU,0,EGDU,0.13,0.03,EGGM,0.364,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0.02,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.12,EGDU,0.12,0.31,0,0.31
Oklahoma,40,40-031-N300CNRLOK,OK-Comanche County-Central Oklahoma aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-031-N300RSHSPG,OK-Comanche County-Rush Springs aquifer,3.001,EGAM,0.3,EGDU,0,EGDU,0.3,0.07,EGGM,0.849,EGAM,0.17,EGDU,0,EGDU,0.17,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0.05,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0.6,0,0.6
Oklahoma,40,40-031-N400ABKSMP,OK-Comanche County-Arbuckle-Simpson aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.02,EGDU,0.02,0.02,0,0.02
Oklahoma,40,40-031-N400BLAINE,OK-Comanche County-Blaine aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-031-N9999OTHER,OK-Comanche County-Other aquifers,11.504,EGAM,1.15,EGDU,0,EGDU,1.15,0.19,EGGM,2.182,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.03,EGGM,8.64,EGGM,8.67,0.11,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,1.48,8.64,10.12
Oklahoma,40,40-033-N100ALLUVL,OK-Cotton County-Alluvial aquifers,2.775,EGAM,0.32,EGDU,0,EGDU,0.32,0.01,EGGM,0.121,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.16,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.03,EGDU,0.03,0.52,0,0.52
Oklahoma,40,40-033-N300CNRLOK,OK-Cotton County-Central Oklahoma aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-033-N9999OTHER,OK-Cotton County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0.6,EGGM,0.6,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0.6,0.6
Oklahoma,40,40-035-N100ALLUVL,OK-Craig County-Alluvial aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-035-N9999OTHER,OK-Craig County-Other aquifers,0.207,EGAM,0.01,EGDU,0,EGDU,0.01,0.01,EGGM,0.117,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0.04,EGGM,0.04,0.02,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0.04,0.04,0.08
Oklahoma,40,40-035-S400OZRKPL,OK-Craig County-Ozark Plateaus aquifer system,1.867,EGAM,0.09,EGDU,0,EGDU,0.09,0.05,EGGM,0.583,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.13,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0.27,0,0.27
Oklahoma,40,40-037-N100ALLUVL,OK-Creek County-Alluvial aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-037-N300ADAVMS,OK-Creek County-Ada-Vamoosa aquifer,8.473,EGAM,1.3,EGDU,0,EGDU,1.3,0.68,EGGM,4.467,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.04,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,2.02,0,2.02
Oklahoma,40,40-037-N9999OTHER,OK-Creek County-Other aquifers,3.128,EGAM,0.48,EGDU,0,EGDU,0.48,0.25,EGGM,1.642,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,12.87,EGGM,12.87,0.01,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0.74,12.87,13.61
Oklahoma,40,40-039-N100ALLUVL,OK-Custer County-Alluvial aquifers,0.663,EGAM,0.07,EGDU,0,EGDU,0.07,0.01,EGGM,0.126,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.08,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,4.43,EGDU,4.43,4.59,0,4.59
Oklahoma,40,40-039-N300RSHSPG,OK-Custer County-Rush Springs aquifer,16.849,EGAM,1.78,EGDU,0,EGDU,1.78,0.03,EGGM,0.379,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.01,EGGM,0,EGGM,0.01,0.19,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,9.02,EGDU,9.02,11.03,0,11.03
Oklahoma,40,40-039-N9999OTHER,OK-Custer County-Other aquifers,1.42,EGAM,0.15,EGDU,0,EGDU,0.15,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0.19,EGDU,0.19,0.34,0,0.34
Oklahoma,40,40-041-N400ABKSMP,OK-Delaware County-Arbuckle-Simpson aquifer,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-041-N9999OTHER,OK-Delaware County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGGM,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0,0,0
Oklahoma,40,40-041-S400OZRKPL,OK-Delaware County-Ozark Plateaus aquifer system,6.777,EGAM,1.1,EGDU,0,EGDU,1.1,0.82,EGGM,9.617,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.3,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,2.22,0,2.22
Oklahoma,40,40-043-N100ALLUVL,OK-Dewey County-Alluvial aquifers,0.989,EGAM,0.03,EGDU,0,EGDU,0.03,0.03,EGGM,0.374,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.04,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,1.28,EGDU,1.28,1.38,0,1.38
Oklahoma,40,40-043-N100HGHPLN,OK-Dewey County-High Plains aquifer,2.636,EGAM,0.08,EGDU,0,EGDU,0.08,0,EGGM,0,EGAM,0.05,EGDU,0,EGDU,0.05,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,0,EGDU,0,0.13,0,0.13
Oklahoma,40,40-043-N300RSHSPG,OK-Dewey County-Rush Springs aquifer,0,EGAM,0,EGDU,0,EGDU,0,0.09,EGGM,0.996,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGGM,0,EGGM,0,0.09,EGAM,0,EGAM,0,EGAM,0,--,--,--,--,3.13,EGDU,3.13,3.31,0,3.31
