"Citation:  Lovelace, J.K., Nielsen, M.G., Read, A.L., and Murphy, C.J., 2020, Estimated Groundwater Withdrawals from Principal Aquifers in the United States—County Level Data for 2015: U.S. Geological Survey data release, https://doi.org/10.5066/P9EI0KMR.
[--, no data]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,State_FIPS,CountyAquifer,CountyAquifer Name,PS-GWPop,PS-GWPop-M,PS-WGWFr,PS-WGWFr-M,PS-WGWSa,PS-WGWSa-M,PS-WGWTo,DO-WGWFr,DO-WGWFr-M,DO-SSPop,DO-SSPop-M,IN-WGWFr,IN-WGWFr-M,IN-WGWSa,IN-WGWSa-M,IN-WGWTo,PO-WGWFr,PO-WGWFr-M,PO-WGWSa,PO-WGWSa-M,PO-WGWTo,PC-WGWFr,PC-WGWFr-M,PC-WGWSa,PC-WGWSa-M,PC-WGWTo,PT-WGWFr,PT-WGWSa,PT-WGWTo,MI-WGWFr,MI-WGWFr-M,MI-WGWSa,MI-WGWSa-M,MI-WGWTo,LI-WGWFr,LI-WGWFr-M,AQ-WGWFr,AQ-WGWFr-M,AQ-WGWSa,AQ-WGWSa-M,AQ-WGWTo,IC-WGWFr,IC-WGWFr-M,IG-WGWFr,IG-WGWFr-M,IR-WGWFr,IR-WGWFr-M,IT-WGWFr,TO-WGWFr,TO-WGWSa,TO-WGWTo
Illinois,17,17-105-N100GLCIAL,IL-Livingston County-Sand and gravel aquifers (glaciated regions),15.106,EGAM,1.3,EGDU,0,EGDU,1.3,0.5,EGAM,6.277,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0.04,EGDU,0,EGDU,0.04,0.67,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0.04,EGDU,--,--,0.04,2.55,0,2.55
Illinois,17,17-105-N300PNSLVN,IL-Livingston County-Pennsylvanian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.34,EGAM,4.268,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.44,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0.02,EGDU,--,--,0.02,0.8,0,0.8
Illinois,17,17-105-N400SLRDVN,IL-Livingston County-Silurian-Devonian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-105-N9999OTHER,IL-Livingston County-Other aquifers,0.581,EGAM,0.05,EGDU,0,EGDU,0.05,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.05,0,0.05
Illinois,17,17-105-S300CAMORD,IL-Livingston County-Cambrian-Ordovician aquifer system,10.342,EGAM,0.89,EGDU,0,EGDU,0.89,0,EGAM,0,EGAM,0.02,EGDU,0,EGDU,0.02,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.91,0,0.91
Illinois,17,17-107-N100GLCIAL,IL-Logan County-Sand and gravel aquifers (glaciated regions),19.389,EGAM,2.65,EGDU,0,EGDU,2.65,0.64,EGAM,7.975,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0.08,EGDU,0,EGDU,0.08,0.27,EGDU,0,EGDU,0,EGDU,0,0.33,EGDU,0.08,EGDU,--,--,0.41,4.05,0,4.05
Illinois,17,17-107-N500MSSPPI,IL-Logan County-Mississippian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.03,EGAM,0.374,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.01,EGDU,0,EGDU,0,EGDU,0,0.02,EGDU,0,EGDU,--,--,0.02,0.06,0,0.06
Illinois,17,17-107-N9999OTHER,IL-Logan County-Other aquifers,1.756,EGAM,0.24,EGDU,0,EGDU,0.24,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.24,0,0.24
Illinois,17,17-109-N100GLCIAL,IL-McDonough County-Sand and gravel aquifers (glaciated regions),0.523,EGAM,0.08,EGDU,0,EGDU,0.08,0.24,EGAM,3.045,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.25,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0.05,EGDU,--,--,0.05,0.62,0,0.62
Illinois,17,17-109-N300PNSLVN,IL-McDonough County-Pennsylvanian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.08,EGAM,1.015,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.09,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0.02,EGDU,--,--,0.02,0.19,0,0.19
Illinois,17,17-109-N400SLRDVN,IL-McDonough County-Silurian-Devonian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-109-N500MSSPPI,IL-McDonough County-Mississippian aquifers,3.79,EGAM,0.58,EGDU,0,EGDU,0.58,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.58,0,0.58
Illinois,17,17-109-N9999OTHER,IL-McDonough County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-109-S300CAMORD,IL-McDonough County-Cambrian-Ordovician aquifer system,2.026,EGAM,0.31,EGDU,0,EGDU,0.31,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.31,0,0.31
Illinois,17,17-111-N100GLCIAL,IL-McHenry County-Sand and gravel aquifers (glaciated regions),125.696,EGAM,9.73,EGDU,0,EGDU,9.73,3.94,EGAM,49.261,EGAM,0.25,EGDU,0,EGDU,0.25,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.27,EGDU,0.12,EGDU,0,EGDU,0.12,1.43,EGDU,0.5,EGDU,--,--,1.93,16.24,0,16.24
Illinois,17,17-111-N400SLRDVN,IL-McHenry County-Silurian-Devonian aquifers,35.784,EGAM,2.77,EGDU,0,EGDU,2.77,1.31,EGAM,16.379,EGAM,0.03,EGDU,0,EGDU,0.03,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.09,EGDU,0.04,EGDU,0,EGDU,0.04,0.48,EGDU,0.17,EGDU,--,--,0.65,4.89,0,4.89
Illinois,17,17-111-N9999OTHER,IL-McHenry County-Other aquifers,0.775,EGAM,0.06,EGDU,0,EGDU,0.06,0,EGAM,0,EGAM,0.01,EGDU,0,EGDU,0.01,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.07,0,0.07
Illinois,17,17-111-S300CAMORD,IL-McHenry County-Cambrian-Ordovician aquifer system,79.448,EGAM,6.15,EGDU,0,EGDU,6.15,0,EGAM,0,EGAM,0.93,EGDU,0,EGDU,0.93,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,7.08,0,7.08
Illinois,17,17-113-N100GLCIAL,IL-McLean County-Sand and gravel aquifers (glaciated regions),69.015,EGAM,5.12,EGDU,0,EGDU,5.12,1.11,EGAM,13.833,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0.07,EGDU,0,EGDU,0.07,0.89,EGDU,0,EGDU,0,EGDU,0,0.21,EGDU,0.12,EGDU,--,--,0.33,7.52,0,7.52
Illinois,17,17-113-N300PNSLVN,IL-McLean County-Pennsylvanian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.06,EGAM,0.748,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.05,EGDU,0,EGDU,0,EGDU,0,0.01,EGDU,0.01,EGDU,--,--,0.02,0.13,0,0.13
Illinois,17,17-113-N400SLRDVN,IL-McLean County-Silurian-Devonian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-113-N9999OTHER,IL-McLean County-Other aquifers,3.639,EGAM,0.27,EGDU,0,EGDU,0.27,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.27,0,0.27
Illinois,17,17-113-S300CAMORD,IL-McLean County-Cambrian-Ordovician aquifer system,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-115-N100GLCIAL,IL-Macon County-Sand and gravel aquifers (glaciated regions),21.392,EGAM,0.81,EGDU,0,EGDU,0.81,0.51,EGAM,6.418,EGAM,1.57,EGDU,0,EGDU,1.57,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0.01,EGDU,0,EGDU,0.01,0.09,EGDU,0,EGDU,0,EGDU,0,0.01,EGDU,0.13,EGDU,--,--,0.14,3.13,0,3.13
Illinois,17,17-115-N300PNSLVN,IL-Macon County-Pennsylvanian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.03,EGAM,0.378,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0.01,EGDU,--,--,0.01,0.04,0,0.04
Illinois,17,17-115-N9999OTHER,IL-Macon County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0.5,EGDU,0.5,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0.5,0.5
Illinois,17,17-117-N100GLCIAL,IL-Macoupin County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGDU,0,EGDU,0,0.02,EGAM,0.263,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.35,EGDU,0,EGDU,0,EGDU,0,0.02,EGDU,0,EGDU,--,--,0.02,0.39,0,0.39
Illinois,17,17-117-N300PNSLVN,IL-Macoupin County-Pennsylvanian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.05,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.05,0,0.05
Illinois,17,17-117-N500MSSPPI,IL-Macoupin County-Mississippian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.05,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.05,0,0.05
Illinois,17,17-117-N9999OTHER,IL-Macoupin County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0.5,EGDU,0.5,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0.5,0.5
Illinois,17,17-119-N100GLCIAL,IL-Madison County-Sand and gravel aquifers (glaciated regions),134.002,EGAM,12.19,EGDU,0,EGDU,12.19,1.08,EGAM,13.515,EGAM,26.01,EGDU,0,EGDU,26.01,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0.34,EGDU,0,EGDU,0.34,0.11,EGDU,0,EGDU,0,EGDU,0,0.02,EGDU,0.18,EGDU,--,--,0.2,39.93,0,39.93
Illinois,17,17-119-N300PNSLVN,IL-Madison County-Pennsylvanian aquifers,0.22,EGAM,0.02,EGDU,0,EGDU,0.02,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.02,0,0.02
Illinois,17,17-119-N500MSSPPI,IL-Madison County-Mississippian aquifers,0,EGAM,0,EGDU,0,EGDU,0,1.07,EGAM,13.39,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.11,EGDU,0,EGDU,0,EGDU,0,0.02,EGDU,0.17,EGDU,--,--,0.19,1.37,0,1.37
Illinois,17,17-119-N9999OTHER,IL-Madison County-Other aquifers,21.326,EGAM,1.94,EGDU,0,EGDU,1.94,0,EGAM,0,EGAM,6.92,EGDU,0,EGDU,6.92,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0.5,EGDU,0.5,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,8.86,0.5,9.36
Illinois,17,17-121-N100GLCIAL,IL-Marion County-Sand and gravel aquifers (glaciated regions),0,EGAM,0,EGDU,0,EGDU,0,0.07,EGAM,0.857,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.13,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.2,0,0.2
Illinois,17,17-121-N300PNSLVN,IL-Marion County-Pennsylvanian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.02,EGAM,0.245,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.05,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.07,0,0.07
Illinois,17,17-121-N9999OTHER,IL-Marion County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0.5,EGDU,0.5,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0.5,0.5
Illinois,17,17-123-N100GLCIAL,IL-Marshall County-Sand and gravel aquifers (glaciated regions),5.594,EGAM,1.06,EGDU,0,EGDU,1.06,0.19,EGAM,2.408,EGAM,0.71,EGDU,0,EGDU,0.71,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0.07,EGDU,0,EGDU,0.07,0.08,EGDU,0,EGDU,0,EGDU,0,0.13,EGDU,0.02,EGDU,--,--,0.15,2.26,0,2.26
Illinois,17,17-123-N300PNSLVN,IL-Marshall County-Pennsylvanian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.06,EGAM,0.761,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.03,EGDU,0,EGDU,0,EGDU,0,0.04,EGDU,0.01,EGDU,--,--,0.05,0.14,0,0.14
Illinois,17,17-123-N400SLRDVN,IL-Marshall County-Silurian-Devonian aquifers,0.053,EGAM,0.01,EGDU,0,EGDU,0.01,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.01,0,0.01
Illinois,17,17-123-N9999OTHER,IL-Marshall County-Other aquifers,0.106,EGAM,0.02,EGDU,0,EGDU,0.02,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.02,0,0.02
Illinois,17,17-123-S300CAMORD,IL-Marshall County-Cambrian-Ordovician aquifer system,3.06,EGAM,0.58,EGDU,0,EGDU,0.58,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.58,0,0.58
Illinois,17,17-125-N100GLCIAL,IL-Mason County-Sand and gravel aquifers (glaciated regions),5.129,EGAM,0.38,EGDU,0,EGDU,0.38,0.48,EGAM,6.007,EGAM,0.09,EGDU,0,EGDU,0.09,0,EGDU,0,EGDU,0,1.39,EGDU,0,EGDU,1.39,1.39,0,1.39,0.66,EGDU,0,EGDU,0.66,0.19,EGDU,3.64,EGDU,0,EGDU,3.64,66.87,EGDU,0.09,EGDU,--,--,66.96,73.79,0,73.79
Illinois,17,17-125-N500MSSPPI,IL-Mason County-Mississippian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-125-N9999OTHER,IL-Mason County-Other aquifers,2.565,EGAM,0.19,EGDU,0,EGDU,0.19,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.19,0,0.19
Illinois,17,17-127-N100GLCIAL,IL-Massac County-Sand and gravel aquifers (glaciated regions),13.471,EGAM,4.62,EGDU,0,EGDU,4.62,0.04,EGAM,0.487,EGAM,0.35,EGDU,0,EGDU,0.35,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.06,EGDU,0,EGDU,0,EGDU,0,1.53,EGDU,0.02,EGDU,--,--,1.55,6.62,0,6.62
Illinois,17,17-127-N300PNSLVN,IL-Massac County-Pennsylvanian aquifers,0.204,EGAM,0.07,EGDU,0,EGDU,0.07,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.07,0,0.07
Illinois,17,17-127-N500MSSPPI,IL-Massac County-Mississippian aquifers,0.117,EGAM,0.04,EGDU,0,EGDU,0.04,0.04,EGAM,0.487,EGAM,3.75,EGDU,0,EGDU,3.75,1.08,EGDU,0,EGDU,1.08,0,EGDU,0,EGDU,0,1.08,0,1.08,0,EGDU,0,EGDU,0,0.07,EGDU,0,EGDU,0,EGDU,0,1.52,EGDU,0.03,EGDU,--,--,1.55,6.53,0,6.53
Illinois,17,17-127-N9999OTHER,IL-Massac County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0.02,EGDU,0,EGDU,0.02,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.02,0,0.02
Illinois,17,17-127-S100MSEMBM,IL-Massac County-Mississippi embayment aquifer system,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-129-N100GLCIAL,IL-Menard County-Sand and gravel aquifers (glaciated regions),10.322,EGAM,0.81,EGDU,0,EGDU,0.81,0.17,EGAM,2.122,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0.03,EGDU,0,EGDU,0.03,0.06,EGDU,0,EGDU,0,EGDU,0,1.43,EGDU,0.04,EGDU,--,--,1.47,2.54,0,2.54
Illinois,17,17-129-N300PNSLVN,IL-Menard County-Pennsylvanian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-129-N9999OTHER,IL-Menard County-Other aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-131-N100GLCIAL,IL-Mercer County-Sand and gravel aquifers (glaciated regions),5.247,EGAM,0.48,EGDU,0,EGDU,0.48,0.13,EGAM,1.622,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.13,EGDU,0,EGDU,0,EGDU,0,1.1,EGDU,0.02,EGDU,--,--,1.12,1.86,0,1.86
Illinois,17,17-131-N300PNSLVN,IL-Mercer County-Pennsylvanian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.37,EGAM,4.617,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.39,EGDU,0,EGDU,0,EGDU,0,3.29,EGDU,0.05,EGDU,--,--,3.34,4.1,0,4.1
Illinois,17,17-131-N400SLRDVN,IL-Mercer County-Silurian-Devonian aquifers,3.826,EGAM,0.35,EGDU,0,EGDU,0.35,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.35,0,0.35
Illinois,17,17-131-N9999OTHER,IL-Mercer County-Other aquifers,0.546,EGAM,0.05,EGDU,0,EGDU,0.05,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.05,0,0.05
Illinois,17,17-131-S300CAMORD,IL-Mercer County-Cambrian-Ordovician aquifer system,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-133-N100GLCIAL,IL-Monroe County-Sand and gravel aquifers (glaciated regions),4.072,EGAM,0.36,EGDU,0,EGDU,0.36,0.34,EGAM,4.275,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0.01,EGDU,0,EGDU,0.01,0.12,EGDU,0,EGDU,0,EGDU,0,0.24,EGDU,0.03,EGDU,--,--,0.27,1.1,0,1.1
Illinois,17,17-133-N400SLRDVN,IL-Monroe County-Silurian-Devonian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
Illinois,17,17-133-N500MSSPPI,IL-Monroe County-Mississippian aquifers,0,EGAM,0,EGDU,0,EGDU,0,0.34,EGAM,4.275,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0.11,EGDU,0,EGDU,0,EGDU,0,0.24,EGDU,0.03,EGDU,--,--,0.27,0.72,0,0.72
Illinois,17,17-133-N9999OTHER,IL-Monroe County-Other aquifers,0.226,EGAM,0.02,EGDU,0,EGDU,0.02,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0.5,EGDU,0.5,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0.02,0.5,0.52
Illinois,17,17-133-S400OZRKPL,IL-Monroe County-Ozark Plateaus aquifer system,0,EGAM,0,EGDU,0,EGDU,0,0,EGAM,0,EGAM,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,0,0,0,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,0,EGDU,0,0,EGDU,0,EGDU,--,--,0,0,0,0
